InsuredNric,Insured_Premium,Claim_count,Discounts,Coverage_final,ExpDate,EffDate,Advance_purchase,Cumulative_Policies,Insured_age,No_of_insured,avg_past_3_trips_claims,avg_past_3_trips_claims_amount,Region,plantype_fgi,Policies_Per_Year,trip_duration,Tenure_Years,RG5_capped,RG6_capped,RG7_capped,RG8_capped,RG9_capped,RG10_capped,GrossClaimIncurredWithGSTHTD_capped
632U,293.71,0,8.94,Deluxe,2022-01-15,2023-06-09,51,11,74,1,2.92,758.53,WORLDWIDE,Group,0.57,20,7.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379I,445.86,1,176.15,Deluxe,2023-05-05,2022-11-07,81,13,59,2,1.02,431.25,WORLDWIDE,Group,1.84,4,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
039C,753.5,1,38.6,Deluxe,2023-05-24,2022-11-07,43,11,26,4,1.61,14.5,ASEAN,Family,1.6200294550810015,7,6.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
969M,587.43,0,175.65,Preferred,2022-06-04,2022-04-28,35,1,64,2,0.33,934.95,ASIA,Family,0.1923076923076923,18,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171Y,304.61,1,63.08,Deluxe,2023-11-06,2023-05-21,69,4,66,1,0.88,191.57,ASEAN,Family,0.71,16,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824J,804.52,1,171.07,Preferred,2022-05-21,2023-05-27,9,1,43,1,0.19,438.01,ASEAN,Family,0.16583747927031509,12,6.03,0.0,0.0,6335.69,404.71,0.0,0.0,7415.48
474N,487.18,0,96.96,Classic,2023-04-14,2023-08-29,63,6,27,2,0.01,944.45,ASEAN,Individual,3.6363636363636367,27,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423Y,432.8,0,87.79,Deluxe,2022-05-14,2022-03-24,74,6,59,3,2.46,192.45,ASEAN,Individual,0.7792207792207793,19,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214Q,395.63,0,130.51,Deluxe,2023-04-03,2023-01-01,50,5,56,3,2.4,433.15,ASEAN,Individual,0.6756756756756757,27,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338O,495.59,0,45.17,Deluxe,2022-01-19,2023-06-24,34,11,73,4,2.8,531.55,ASEAN,Family,2.7093596059113305,25,4.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326P,291.03,0,112.25,Deluxe,2023-11-30,2023-05-02,23,1,73,3,1.96,406.65,ASIA,Group,0.18867924528301888,26,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
014F,352.73,1,103.49,Classic,2023-04-28,2022-10-09,37,5,30,2,1.39,183.64,ASIA,Individual,1.149425287356322,7,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320B,155.56,0,26.27,Deluxe,2022-08-09,2022-08-18,88,14,42,2,1.29,376.89,ASEAN,Family,2.82,23,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379I,538.76,0,4.28,Preferred,2022-06-29,2024-02-19,61,7,40,2,1.67,105.49,ASEAN,Individual,2.97,27,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387Z,413.91,0,72.99,Preferred,2023-06-06,2022-11-19,2,12,42,3,0.77,194.08,WORLDWIDE,Individual,2.0408163265306123,6,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
786R,679.26,1,191.97,Preferred,2023-08-11,2022-07-19,89,7,34,1,1.09,153.99,ASEAN,Group,2.5925925925925926,12,2.7,489.61,0.0,0.0,0.0,82.02,0.0,616.88
288A,720.16,1,172.37,Deluxe,2023-01-30,2022-07-22,86,3,55,4,2.72,600.36,ASIA,Group,3.7974683544303796,5,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348P,802.06,0,274.93,Deluxe,2022-04-17,2023-10-28,73,13,34,4,1.91,714.17,ASEAN,Individual,0.51,14,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835Y,690.58,0,189.16,Deluxe,2023-02-23,2023-01-11,11,3,39,3,2.84,72.02,ASIA,Group,0.8310249307479225,28,3.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
784R,136.98,1,3.43,Preferred,2023-05-21,2022-12-19,72,13,59,3,2.55,633.3,ASIA,Individual,0.63,19,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482Q,219.69,0,10.08,Classic,2022-04-30,2022-05-07,54,1,39,1,0.19,521.94,ASIA,Individual,0.9345794392523364,25,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001G,168.26,1,0.59,Classic,2023-08-16,2024-02-13,89,5,32,2,1.76,489.37,ASIA,Individual,0.9633911368015413,16,5.19,0.0,0.0,0.0,390.68,0.0,0.0,429.46
001G,177.11,0,58.13,Classic,2022-09-20,2024-01-10,58,8,46,1,0.92,208.08,ASEAN,Family,0.87,14,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406A,186.92,2,42.92,Classic,2022-07-20,2022-07-18,85,10,51,1,2.34,528.69,ASEAN,Individual,1.9493177387914231,6,5.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
764U,526.36,0,151.07,Deluxe,2022-01-20,2023-06-03,74,4,18,3,0.98,871.25,ASIA,Individual,2.61,17,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347C,922.92,0,2.58,Preferred,2023-08-21,2023-09-29,46,4,67,2,0.18,356.15,ASEAN,Group,1.4184397163120568,18,2.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632U,152.85,1,45.57,Deluxe,2023-08-20,2023-12-08,78,8,67,4,2.87,516.88,WORLDWIDE,Individual,1.07095046854083,29,7.47,168.31,0.0,0.0,294.56,0.0,0.0,496.43
423Y,687.21,1,216.41,Deluxe,2023-02-08,2022-11-11,21,11,46,1,0.38,241.28,ASEAN,Group,1.3853904282115868,8,7.94,7.38,0.0,0.0,800.84,0.0,0.0,920.91
379Y,152.62,0,43.27,Deluxe,2023-09-27,2024-02-13,35,10,44,4,2.27,768.4,ASEAN,Individual,3.11,9,2.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
946R,223.29,1,30.35,Classic,2022-03-22,2023-10-23,45,3,70,1,2.66,541.3,ASEAN,Individual,1.12,14,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
564C,487.17,1,86.31,Classic,2023-01-21,2023-12-23,16,11,31,4,0.48,253.9,ASEAN,Family,1.8581081081081081,11,5.92,0.0,0.0,127.59,0.0,78.65,0.0,228.76
280L,523.54,0,23.67,Deluxe,2022-02-09,2022-08-22,47,3,41,1,0.33,601.44,ASEAN,Group,1.948051948051948,29,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395G,320.25,1,3.51,Classic,2022-04-29,2022-02-07,4,14,27,4,0.86,800.63,ASEAN,Family,2.766798418972332,25,5.06,0.0,0.0,6266.61,202.21,1358.68,0.0,8964.14
341H,571.62,0,199.17,Deluxe,2022-07-31,2022-07-10,1,11,37,3,0.17,209.42,WORLDWIDE,Family,1.81,27,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
014F,448.21,2,104.82,Deluxe,2022-12-24,2024-01-03,85,10,60,3,0.24,907.32,ASEAN,Individual,1.81,15,0.73,36.32,0.0,1056.05,0.0,0.0,0.0,1202.09
736B,583.37,0,120.4,Deluxe,2022-11-14,2022-07-21,19,5,66,1,0.71,836.68,WORLDWIDE,Group,1.3157894736842106,9,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216B,249.98,0,80.18,Classic,2022-12-15,2022-04-16,17,4,55,2,0.8,314.13,ASIA,Family,0.7590132827324478,7,5.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348P,300.25,0,81.63,Classic,2022-09-07,2023-04-04,13,8,39,2,1.88,184.27,ASIA,Individual,2.25,17,2.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387Z,284.53,0,55.6,Deluxe,2023-03-19,2022-04-20,53,11,23,3,1.31,615.12,ASEAN,Group,3.9,13,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525L,387.23,0,49.99,Deluxe,2023-12-03,2023-11-25,21,3,48,2,1.5,807.09,ASEAN,Individual,2.27,9,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
733O,321.09,1,9.22,Classic,2023-06-26,2022-09-03,56,7,53,2,2.96,67.17,ASEAN,Individual,0.59,24,2.67,508.39,0.0,971.01,0.0,0.0,0.0,1685.95
631D,247.34,0,19.8,Classic,2023-05-09,2023-02-17,51,6,58,2,2.74,864.5,ASIA,Family,1.8237082066869301,13,3.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632U,248.73,0,24.78,Classic,2023-01-17,2023-02-12,25,3,52,1,1.09,917.41,ASIA,Individual,0.43923865300146414,15,6.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
911R,712.25,0,185.45,Deluxe,2023-06-16,2023-04-25,21,7,74,2,1.59,940.78,ASEAN,Individual,1.12,15,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615T,437.05,1,12.84,Deluxe,2022-01-09,2022-07-07,71,6,61,4,1.03,993.66,ASEAN,Family,2.09,27,2.64,0.0,1225.03,146.03,0.0,0.0,0.0,1514.26
831O,772.48,1,109.1,Preferred,2023-03-24,2023-08-25,85,6,18,4,1.46,242.38,ASIA,Individual,2.59,21,2.22,306.58,0.0,0.0,0.0,0.0,0.0,333.63
338O,514.51,1,174.55,Deluxe,2023-10-27,2022-07-11,66,4,59,3,2.72,568.88,ASEAN,Group,1.2861736334405145,5,3.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
011W,427.51,1,3.82,Classic,2023-07-06,2022-07-29,60,4,64,4,0.14,744.87,ASEAN,Family,1.0610079575596818,25,3.77,0.0,0.0,0.0,0.0,0.0,16.15,17.54
965X,139.09,0,20.66,Classic,2023-11-21,2023-02-22,76,4,72,4,2.05,83.6,WORLDWIDE,Individual,1.6129032258064517,16,2.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
577O,458.52,1,9.23,Classic,2022-02-23,2022-12-18,47,8,59,2,1.26,810.11,ASEAN,Individual,1.0526315789473684,21,7.6,660.78,0.0,3443.7,0.0,0.0,2167.93,6856.61
036K,175.3,1,59.14,Classic,2022-01-24,2022-08-05,42,3,49,2,2.59,551.76,ASEAN,Family,1.0067114093959733,13,2.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277I,127.07,0,27.03,Classic,2022-04-10,2022-05-27,83,8,21,4,1.96,918.27,ASIA,Individual,2.4615384615384617,17,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820Q,314.11,0,105.99,Classic,2022-02-26,2022-06-22,79,12,60,1,0.07,921.64,ASIA,Family,1.47,7,7.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482Q,444.89,0,156.24,Deluxe,2022-11-21,2022-04-09,9,2,60,4,0.94,367.06,ASEAN,Individual,0.56,7,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
053V,883.84,0,183.79,Preferred,2023-06-18,2022-04-10,69,6,62,3,2.48,423.05,WORLDWIDE,Group,1.8867924528301885,20,3.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
957T,275.14,1,87.42,Classic,2022-06-16,2024-01-04,63,7,35,1,0.18,991.98,WORLDWIDE,Individual,3.72,9,0.7,684.24,0.0,0.0,0.0,0.0,0.0,752.36
831O,845.14,0,214.61,Preferred,2022-10-26,2022-11-04,48,2,68,4,2.54,582.06,WORLDWIDE,Group,0.7633587786259541,24,2.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389A,581.76,1,193.82,Deluxe,2022-10-07,2022-05-03,45,6,46,3,0.7,265.23,WORLDWIDE,Individual,1.0928961748633879,17,5.49,0.0,0.0,0.0,0.0,0.0,824.55,926.61
107T,142.91,0,53.02,Classic,2022-09-30,2022-08-05,44,4,66,1,2.05,432.08,ASEAN,Individual,0.62,19,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347G,741.65,0,110.73,Deluxe,2023-03-04,2023-01-17,43,5,38,3,0.21,832.61,ASEAN,Family,3.93,15,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465M,254.84,1,23.91,Classic,2023-07-23,2023-01-23,10,12,34,2,1.0,968.62,ASEAN,Family,1.8547140649149922,3,6.47,0.0,0.0,0.0,649.69,0.0,467.03,1187.34
764U,561.47,1,49.47,Deluxe,2023-01-24,2023-01-11,10,3,58,4,0.45,121.6,ASIA,Individual,0.4076086956521739,14,7.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475Y,332.28,1,46.26,Classic,2022-02-16,2024-01-23,21,7,59,1,2.86,315.86,ASIA,Group,1.0802469135802468,22,6.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451J,354.03,1,2.58,Deluxe,2022-08-04,2024-02-14,16,11,62,1,2.69,626.12,ASEAN,Family,1.26,9,4.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216B,836.41,0,141.76,Preferred,2022-08-05,2022-09-16,32,5,59,3,0.63,618.45,ASEAN,Group,0.723589001447178,16,6.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509R,359.96,1,68.02,Classic,2023-07-06,2023-07-27,55,8,59,2,2.68,760.79,ASIA,Individual,2.0151133501259446,27,3.97,185.74,0.0,0.0,0.0,0.0,0.0,211.84
423X,619.77,0,192.38,Deluxe,2024-01-06,2023-11-01,38,10,19,4,0.26,627.0,ASIA,Group,0.55,15,3.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434K,1028.3,0,250.26,Preferred,2022-05-04,2024-02-10,16,7,37,1,0.96,743.42,ASEAN,Group,0.9055627425614489,27,7.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
951Y,541.65,0,150.89,Deluxe,2022-12-21,2023-10-26,25,9,67,3,1.16,782.32,ASEAN,Individual,1.2328767123287672,5,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
651H,774.94,1,209.17,Preferred,2022-04-25,2023-12-29,84,8,62,4,0.12,611.27,ASIA,Group,1.1560693641618498,13,6.92,962.46,0.0,0.0,0.0,0.0,0.0,1065.92
482G,264.13,0,3.22,Classic,2022-06-01,2022-08-18,71,14,64,1,0.75,764.2,ASEAN,Individual,1.18,22,3.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430S,162.93,1,63.38,Classic,2022-02-09,2022-10-18,53,4,18,2,2.8,143.99,ASIA,Family,0.6389776357827476,5,6.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435H,251.95,0,11.62,Classic,2022-12-21,2024-01-27,26,2,24,2,2.31,567.89,ASIA,Individual,0.2645502645502646,10,7.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835Y,188.3,0,29.21,Classic,2023-07-18,2023-05-27,17,12,26,2,1.03,941.6,ASIA,Individual,2.3076923076923075,15,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
869X,223.98,0,9.77,Deluxe,2022-10-28,2023-06-11,35,13,34,1,1.06,143.2,WORLDWIDE,Individual,0.88,20,4.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283F,500.92,1,74.65,Classic,2023-02-11,2023-07-26,6,7,22,4,2.55,254.2,ASEAN,Individual,0.89,24,5.62,1346.75,0.0,745.35,384.34,0.0,0.0,2753.83
829S,450.85,0,153.19,Deluxe,2022-08-02,2022-03-19,89,3,53,3,0.23,854.87,WORLDWIDE,Individual,1.0033444816053512,10,2.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343Z,448.61,0,115.5,Deluxe,2022-08-05,2022-07-20,58,5,55,4,0.17,622.35,ASEAN,Individual,0.6720430107526881,25,7.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343Z,600.0,0,116.98,Deluxe,2023-08-20,2023-08-31,52,3,30,3,1.02,838.09,ASIA,Individual,1.0638297872340425,13,2.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838N,492.86,0,82.28,Preferred,2022-09-25,2022-03-10,30,2,67,2,0.37,647.57,WORLDWIDE,Individual,0.5154639175257733,14,3.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465M,634.68,0,12.15,Preferred,2022-03-09,2022-05-26,26,9,20,2,2.46,107.61,ASEAN,Group,1.1811023622047243,26,7.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287B,304.97,0,95.13,Classic,2024-01-01,2022-10-14,19,6,47,4,1.07,735.13,WORLDWIDE,Group,0.9803921568627451,5,6.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379Y,191.8,0,42.21,Classic,2023-04-22,2023-03-29,47,4,29,3,0.53,623.58,WORLDWIDE,Individual,1.06,27,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107T,346.12,1,51.68,Deluxe,2023-11-14,2022-04-08,51,4,72,1,1.39,219.4,ASIA,Family,1.0840108401084012,13,3.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411X,238.18,0,69.74,Preferred,2022-12-14,2023-09-15,21,14,51,2,1.77,365.64,ASEAN,Individual,4.17910447761194,16,3.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321V,368.59,2,141.27,Classic,2023-03-09,2023-04-05,28,11,67,3,2.87,164.14,ASEAN,Group,4.014598540145985,3,2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525L,282.73,0,107.61,Deluxe,2023-02-03,2022-09-21,25,1,29,1,0.12,446.61,WORLDWIDE,Individual,0.5882352941176471,23,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166T,561.78,1,39.39,Deluxe,2023-03-29,2023-03-20,64,5,58,3,0.89,237.05,WORLDWIDE,Family,0.6793478260869565,17,7.36,0.0,0.0,200.8,0.0,0.0,566.8,858.45
764U,397.24,1,36.91,Classic,2022-01-03,2022-02-09,2,14,45,2,1.54,416.57,WORLDWIDE,Individual,2.2508038585209005,24,6.22,1388.75,0.0,0.0,0.0,0.0,0.0,1509.74
320B,438.99,1,119.76,Deluxe,2023-06-13,2023-01-05,55,13,73,4,0.33,80.43,ASEAN,Group,1.73,17,7.0,0.0,140.81,9820.73,0.0,921.19,0.0,11789.55
939T,755.78,0,94.24,Preferred,2022-04-27,2023-10-09,77,11,28,1,0.4,206.06,ASEAN,Family,1.482479784366577,7,7.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0
051Q,303.65,1,16.49,Classic,2023-11-26,2022-11-29,41,11,22,4,2.04,388.99,ASIA,Individual,2.433628318584071,7,4.52,0.0,0.0,0.0,0.0,1113.79,0.0,1246.92
465M,567.1,1,67.94,Deluxe,2022-12-18,2022-10-13,50,7,27,4,2.2,843.62,WORLDWIDE,Family,1.06,28,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474N,412.26,0,103.79,Deluxe,2023-12-30,2023-06-03,25,5,42,1,0.0,25.36,ASEAN,Individual,0.53,9,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
998K,470.63,1,117.27,Deluxe,2023-04-06,2023-02-02,49,5,72,3,1.84,938.33,WORLDWIDE,Individual,4.201680672268908,10,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487I,240.07,0,56.48,Classic,2023-02-10,2023-04-22,67,6,26,2,0.07,905.09,ASEAN,Individual,1.2875536480686696,12,4.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341T,813.89,0,322.91,Preferred,2022-07-09,2022-07-02,63,14,71,2,0.67,995.68,ASIA,Family,0.8,17,2.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699U,581.97,1,181.76,Deluxe,2023-07-27,2023-12-29,1,3,49,3,0.8,203.29,ASEAN,Individual,1.16,8,1.64,0.0,0.0,703.79,290.59,0.0,0.0,1119.71
615T,913.67,0,320.94,Preferred,2022-10-23,2022-02-28,81,7,40,3,0.08,885.35,ASEAN,Individual,1.1627906976744187,23,6.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030Z,386.83,0,137.28,Deluxe,2023-07-21,2023-12-19,82,11,54,3,2.28,691.36,ASIA,Individual,2.1568627450980395,21,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509R,549.41,1,96.67,Deluxe,2023-05-18,2022-09-20,39,3,72,2,1.6,671.9,ASEAN,Individual,0.8928571428571429,14,3.36,0.0,0.0,2259.81,0.0,0.0,0.0,2506.46
204L,410.57,1,6.45,Deluxe,2023-01-08,2023-11-01,35,12,25,1,0.08,909.09,ASEAN,Group,0.91,7,6.64,0.0,0.0,0.0,0.0,1166.0,0.0,1267.55
341T,706.72,0,194.97,Deluxe,2023-03-10,2023-03-29,66,9,39,4,2.28,437.18,ASIA,Individual,2.083333333333333,28,4.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
786R,454.04,1,105.44,Deluxe,2022-12-07,2022-08-15,72,6,66,1,1.12,809.2,ASEAN,Individual,0.8130081300813008,7,7.38,0.0,0.0,1028.43,0.0,107.58,0.0,1207.55
104H,281.87,0,86.8,Classic,2023-01-17,2023-02-17,64,9,45,2,1.26,756.62,WORLDWIDE,Group,1.7857142857142858,21,5.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148T,475.11,1,63.52,Classic,2022-02-19,2023-07-17,62,11,22,3,0.64,884.0,ASIA,Individual,2.61,10,2.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
939T,587.49,1,21.51,Deluxe,2023-09-25,2022-09-18,25,3,43,1,0.76,167.24,ASEAN,Group,0.9063444108761329,10,3.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242X,699.18,0,122.47,Preferred,2022-07-04,2023-04-08,40,7,37,3,1.75,443.06,ASEAN,Individual,1.4989293361884368,29,4.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204L,202.68,1,52.43,Classic,2023-10-10,2023-07-02,81,7,19,3,1.73,450.42,ASIA,Group,1.17,18,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176U,588.09,2,13.02,Deluxe,2023-04-03,2022-05-02,11,4,27,4,1.27,757.84,WORLDWIDE,Individual,1.6064257028112447,25,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133C,110.91,0,1.9,Classic,2024-01-06,2023-11-16,41,6,59,1,1.48,520.7,ASEAN,Individual,2.07,13,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
767E,634.33,2,219.14,Preferred,2022-05-28,2023-08-20,73,10,37,3,0.29,325.73,ASIA,Group,4.47,15,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384E,269.18,1,106.43,Classic,2023-08-17,2023-02-07,7,8,33,1,1.53,507.54,ASEAN,Group,2.1857923497267757,15,3.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
039C,519.08,0,74.94,Classic,2023-01-22,2023-09-13,51,2,28,1,2.43,262.06,WORLDWIDE,Individual,0.2785515320334262,7,7.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321V,384.66,0,108.01,Deluxe,2023-02-16,2023-06-30,16,4,40,2,1.23,38.53,ASEAN,Family,0.5018820577164367,22,7.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
801Y,658.28,1,34.92,Preferred,2022-03-23,2022-07-14,3,12,71,4,0.76,188.33,ASEAN,Family,3.39,16,1.61,0.0,8.56,913.43,0.0,0.0,0.0,1005.91
026K,447.37,0,26.73,Deluxe,2022-09-01,2022-11-30,83,3,23,3,0.3,821.15,ASIA,Individual,0.390625,6,7.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155T,214.54,0,7.7,Classic,2023-08-27,2023-11-15,70,1,72,3,1.45,33.67,ASEAN,Family,0.2336448598130841,4,4.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136D,650.4,1,238.39,Deluxe,2023-08-10,2022-06-13,66,1,34,4,2.44,757.19,ASIA,Family,0.14204545454545456,21,7.04,117.64,0.0,0.0,0.0,0.0,1136.39,1421.16
482Q,533.62,0,173.58,Preferred,2022-11-30,2022-08-01,48,14,58,2,1.06,467.96,WORLDWIDE,Individual,2.95,8,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434K,310.7,1,111.44,Classic,2022-05-12,2023-02-24,70,12,30,2,1.36,190.89,ASIA,Group,1.64,6,0.82,81.15,0.0,0.0,0.0,0.0,250.07,348.75
107T,134.32,1,18.18,Classic,2022-08-20,2023-12-22,30,3,49,2,2.16,715.31,ASEAN,Family,0.3778337531486146,12,7.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277I,246.87,0,93.36,Classic,2023-12-13,2023-10-10,17,7,59,3,1.08,933.56,ASIA,Family,1.15,13,5.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103C,290.35,0,6.38,Preferred,2022-01-16,2022-03-09,37,7,57,3,0.61,599.98,ASIA,Family,1.19,23,2.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379Y,402.65,2,48.41,Deluxe,2022-04-13,2023-12-31,65,2,60,3,1.56,646.74,WORLDWIDE,Individual,0.5305039787798409,26,3.77,308.65,0.0,2308.31,0.0,0.0,0.0,2870.21
169G,767.32,1,36.91,Deluxe,2023-04-03,2023-04-18,85,4,41,3,2.96,967.71,ASEAN,Individual,0.53,22,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834M,529.89,0,135.57,Preferred,2022-02-26,2022-02-06,78,14,46,4,0.61,458.91,ASEAN,Individual,0.91,18,5.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347G,1030.76,0,69.89,Preferred,2023-02-19,2023-09-05,3,4,73,3,2.68,507.63,ASIA,Individual,0.631911532385466,24,6.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379I,218.38,0,20.82,Classic,2022-01-05,2022-12-23,58,12,24,3,0.23,445.91,ASIA,Individual,1.7699115044247786,10,6.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
965X,100.46,0,35.39,Classic,2023-06-23,2023-10-28,28,9,19,1,1.42,232.29,ASIA,Individual,1.03,15,4.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389A,385.67,2,51.48,Classic,2023-06-30,2022-04-01,56,6,54,1,2.97,294.96,ASEAN,Individual,1.3,22,1.97,314.98,0.0,0.0,1639.6,0.0,0.0,2102.38
810U,315.66,1,103.84,Deluxe,2022-05-06,2023-05-18,43,11,62,1,2.69,785.9,WORLDWIDE,Individual,2.8,16,2.8,0.0,0.0,0.0,272.86,0.0,0.0,290.05
834M,705.78,1,161.47,Deluxe,2022-08-14,2023-07-24,19,11,60,3,2.35,24.33,ASIA,Individual,2.682926829268293,20,4.1,596.56,0.0,5467.71,0.0,0.0,0.0,6829.31
393A,507.5,1,10.36,Deluxe,2022-03-29,2023-01-06,62,5,48,3,0.04,100.07,ASIA,Group,4.99,11,0.91,0.0,0.0,8348.9,0.0,0.0,0.0,9488.2
615T,436.69,0,13.15,Classic,2022-11-25,2022-08-29,48,13,24,4,0.12,460.48,ASEAN,Individual,1.8651362984218078,16,6.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
039C,397.84,0,44.34,Preferred,2023-09-25,2022-05-19,52,11,73,4,2.85,265.92,ASEAN,Individual,0.89,18,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030Z,240.7,0,9.46,Classic,2023-11-29,2023-04-25,59,7,22,3,1.33,592.17,ASEAN,Family,2.364864864864865,29,2.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487I,543.98,0,20.12,Deluxe,2022-05-15,2023-02-13,84,4,54,4,1.18,35.01,ASEAN,Individual,0.5494505494505494,6,7.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
